"Mass"	"Intensity"
"2463"	185.09	0
"2464"	185.15	0
"2465"	185.21	2.66581
"2466"	185.27	0
"2467"	185.34	0
"2468"	185.4	2.66581
"2469"	185.46	0
"2470"	185.52	0
"2471"	185.59	2.66581
"2472"	185.65	0
"2473"	185.71	2.66581
"2474"	185.77	5.33163
"2475"	185.84	0
"2476"	185.9	0
"2477"	185.96	0
"2478"	186.02	2.66581
"2479"	186.09	0
"2480"	186.15	2.66581
"2481"	186.21	0
"2482"	186.27	5.33163
"2483"	186.34	2.66581
"2484"	186.4	0
"2485"	186.46	0
"2486"	186.52	0
"2487"	186.59	0
"2488"	186.65	2.66581
"2489"	186.71	2.66581
"2490"	186.77	0
"2491"	186.84	0
"2492"	186.9	5.33163
"2493"	186.96	2.66581
"2494"	187.02	2.66581
"2495"	187.09	0
"2496"	187.15	2.66581
"2497"	187.21	0
"2498"	187.27	0
"2499"	187.34	0
"2500"	187.4	0
"2501"	187.46	0
"2502"	187.52	0
"2503"	187.59	0
"2504"	187.65	0
"2505"	187.71	2.66581
"2506"	187.77	0
"2507"	187.84	0
"2508"	187.9	0
"2509"	187.96	0
"2510"	188.02	0
"2511"	188.09	2.66581
"2512"	188.15	0
"2513"	188.21	0
"2514"	188.27	0
"2515"	188.34	0
"2516"	188.4	2.66581
"2517"	188.46	0
"2518"	188.52	0
"2519"	188.59	5.33163
"2520"	188.65	2.66581
"2521"	188.71	0
"2522"	188.77	0
"2523"	188.84	0
"2524"	188.9	0
"2525"	188.96	0
"2526"	189.02	0
"2527"	189.09	2.66581
"2528"	189.15	0
"2529"	189.21	0
"2530"	189.27	0
"2531"	189.34	0
"2532"	189.4	2.66581
"2533"	189.46	0
"2534"	189.52	0
"2535"	189.59	0
"2536"	189.65	0
"2537"	189.71	5.33163
"2538"	189.77	0
"2539"	189.84	0
"2540"	189.9	2.66581
"2541"	189.96	0
"2542"	190.02	2.66581
"2543"	190.09	2.66581
"2544"	190.15	0
"2545"	190.21	2.66581
"2546"	190.27	0
"2547"	190.34	0
"2548"	190.4	0
"2549"	190.46	2.66581
"2550"	190.52	2.66581
"2551"	190.59	0
"2552"	190.65	0
"2553"	190.71	0
"2554"	190.77	0
"2555"	190.84	2.66581
"2556"	190.9	2.66581
"2557"	190.96	0
"2558"	191.02	2.66581
"2559"	191.09	0
"2560"	191.15	5.33163
"2561"	191.21	0
"2562"	191.27	0
"2563"	191.34	10.6633
"2564"	191.4	7.99744
"2565"	191.46	5.33163
"2566"	191.52	5.33163
"2567"	191.59	5.33163
"2568"	191.65	5.33163
"2569"	191.71	7.99744
"2570"	191.77	2.66581
"2571"	191.84	15.9949
"2572"	191.9	2.66581
"2573"	191.96	2.66581
"2574"	192.02	10.6633
"2575"	192.09	5.33163
"2576"	192.15	7.99744
"2577"	192.21	2.66581
"2578"	192.27	7.99744
"2579"	192.34	13.3291
"2580"	192.4	5.33163
"2581"	192.46	5.33163
"2582"	192.52	2.66581
"2583"	192.59	5.33163
"2584"	192.65	0
"2585"	192.71	2.66581
"2586"	192.77	10.6633
"2587"	192.84	5.33163
"2588"	192.9	2.66581
"2589"	192.96	2.66581
"2590"	193.02	2.66581
"2591"	193.09	2.66581
"2592"	193.15	2.66581
"2593"	193.21	2.66581
"2594"	193.27	0
"2595"	193.34	0
"2596"	193.4	5.33163
"2597"	193.46	7.99744
"2598"	193.52	7.99744
"2599"	193.59	5.33163
"2600"	193.65	5.33163
"2601"	193.71	10.6633
"2602"	193.77	2.66581
"2603"	193.84	0
"2604"	193.9	2.66581
"2605"	193.96	5.33163
"2606"	194.02	0
"2607"	194.09	5.33163
"2608"	194.15	5.33163
"2609"	194.21	7.99744
"2610"	194.27	2.66581
"2611"	194.34	0
"2612"	194.4	5.33163
"2613"	194.46	0
"2614"	194.52	2.66581
"2615"	194.59	2.66581
"2616"	194.65	10.6633
"2617"	194.71	2.66581
"2618"	194.77	2.66581
"2619"	194.84	0
"2620"	194.9	0
"2621"	194.96	2.66581
"2622"	195.02	7.99744
"2623"	195.09	2.66581
"2624"	195.15	0
"2625"	195.21	5.33163
"2626"	195.27	5.33163
"2627"	195.34	2.66581
"2628"	195.4	2.66581
"2629"	195.46	5.33163
"2630"	195.52	5.33163
"2631"	195.59	5.33163
"2632"	195.65	2.66581
"2633"	195.71	2.66581
"2634"	195.77	10.6633
"2635"	195.84	10.6633
"2636"	195.9	15.9949
"2637"	195.96	29.324
"2638"	196.02	13.3291
"2639"	196.09	21.3265
"2640"	196.15	39.9872
"2641"	196.21	29.324
"2642"	196.27	37.3214
"2643"	196.34	45.3188
"2644"	196.4	66.6453
"2645"	196.46	74.6428
"2646"	196.52	74.6428
"2647"	196.59	66.6453
"2648"	196.65	130.625
"2649"	196.71	101.301
"2650"	196.77	133.291
"2651"	196.84	143.954
"2652"	196.9	181.275
"2653"	196.96	199.936
"2654"	197.02	301.237
"2655"	197.09	359.885
"2656"	197.15	455.854
"2657"	197.21	581.147
"2658"	197.27	522.5
"2659"	197.34	591.811
"2660"	197.4	714.438
"2661"	197.46	738.43
"2662"	197.52	735.765
"2663"	197.59	751.759
"2664"	197.65	767.754
"2665"	197.71	786.415
"2666"	197.77	842.397
"2667"	197.84	863.724
"2668"	197.9	821.071
"2669"	197.96	751.759
"2670"	198.02	823.736
"2671"	198.09	797.078
"2672"	198.15	839.731
"2673"	198.21	837.065
"2674"	198.27	786.415
"2675"	198.34	853.06
"2676"	198.4	839.731
"2677"	198.46	863.724
"2678"	198.52	930.369
"2679"	198.59	893.048
"2680"	198.65	970.356
"2681"	198.71	850.395
"2682"	198.77	863.724
"2683"	198.84	783.749
"2684"	198.9	887.716
"2685"	198.96	783.749
"2686"	199.02	813.073
"2687"	199.09	807.742
"2688"	199.15	775.752
"2689"	199.21	799.744
"2690"	199.27	834.4
"2691"	199.34	850.395
"2692"	199.4	823.736
"2693"	199.46	735.765
"2694"	199.52	866.389
"2695"	199.59	789.081
"2696"	199.65	770.42
"2697"	199.71	711.772
"2698"	199.77	799.744
"2699"	199.84	738.43
"2700"	199.9	717.104
"2701"	199.96	741.096
"2702"	200.02	637.129
"2703"	200.09	749.094
"2704"	200.15	706.441
"2705"	200.21	685.114
"2706"	200.27	679.782
"2707"	200.34	706.441
"2708"	200.4	658.456
"2709"	200.46	714.438
"2710"	200.52	533.163
"2711"	200.59	575.816
"2712"	200.65	586.479
"2713"	200.71	546.492
"2714"	200.77	546.492
"2715"	200.84	658.456
"2716"	200.9	535.829
"2717"	200.96	530.497
"2718"	201.02	466.517
"2719"	201.09	447.857
"2720"	201.15	442.525
"2721"	201.21	383.877
"2722"	201.27	405.204
"2723"	201.34	383.877
"2724"	201.4	351.887
"2725"	201.46	263.916
"2726"	201.52	327.895
"2727"	201.59	221.263
"2728"	201.65	178.61
"2729"	201.71	135.956
"2730"	201.77	77.3086
"2731"	201.84	69.3112
"2732"	201.9	58.6479
"2733"	201.96	45.3188
"2734"	202.02	18.6607
"2735"	202.09	39.9872
"2736"	202.15	42.653
"2737"	202.21	26.6581
"2738"	202.27	39.9872
"2739"	202.34	45.3188
"2740"	202.4	26.6581
"2741"	202.46	29.324
"2742"	202.52	34.6556
"2743"	202.59	26.6581
"2744"	202.65	26.6581
"2745"	202.71	5.33163
"2746"	202.77	23.9923
"2747"	202.84	7.99744
"2748"	202.9	0
"2749"	202.96	13.3291
"2750"	203.02	10.6633
"2751"	203.09	2.66581
"2752"	203.15	5.33163
"2753"	203.21	10.6633
"2754"	203.27	13.3291
"2755"	203.34	2.66581
"2756"	203.4	5.33163
"2757"	203.46	5.33163
"2758"	203.52	0
"2759"	203.59	0
"2760"	203.65	7.99744
"2761"	203.71	5.33163
"2762"	203.77	2.66581
"2763"	203.84	0
"2764"	203.9	0
"2765"	203.96	0
"2766"	204.02	2.66581
"2767"	204.09	0
"2768"	204.15	0
"2769"	204.21	0
"2770"	204.27	0
"2771"	204.34	0
"2772"	204.4	0
"2773"	204.46	2.66581
"2774"	204.52	0
"2775"	204.59	0
"2776"	204.65	0
"2777"	204.71	0
"2778"	204.77	0
"2779"	204.84	2.66581
"2780"	204.9	0
"2781"	204.96	0
"2782"	205.02	0
"2783"	205.09	0
"2784"	205.15	0
"2785"	205.21	0
"2786"	205.27	0
"2787"	205.34	0
"2788"	205.4	0
"2789"	205.46	0
"2790"	205.52	0
"2791"	205.59	0
"2792"	205.65	0
"2793"	205.71	0
"2794"	205.77	0
"2795"	205.84	0
"2796"	205.9	0
"2797"	205.96	2.66581
"2798"	206.02	0
"2799"	206.09	0
"2800"	206.15	0
"2801"	206.21	0
"2802"	206.27	0
"2803"	206.34	0
"2804"	206.4	2.66581
"2805"	206.46	0
"2806"	206.52	0
"2807"	206.59	0
"2808"	206.65	0
"2809"	206.71	2.66581
"2810"	206.77	0
"2811"	206.84	2.66581
"2812"	206.9	0
"2813"	206.96	0
"2814"	207.02	0
"2815"	207.09	0
"2816"	207.15	0
"2817"	207.21	0
"2818"	207.27	0
"2819"	207.34	0
"2820"	207.4	0
"2821"	207.46	0
"2822"	207.52	0
"2823"	207.59	0
"2824"	207.65	0
"2825"	207.71	0
"2826"	207.77	0
"2827"	207.84	0
"2828"	207.9	0
"2829"	207.96	0
"2830"	208.02	0
"2831"	208.09	0
"2832"	208.15	0
"2833"	208.21	0
"2834"	208.27	0
"2835"	208.34	0
"2836"	208.4	0
"2837"	208.46	0
"2838"	208.52	0
"2839"	208.59	0
"2840"	208.65	0
"2841"	208.71	0
"2842"	208.77	0
"2843"	208.84	2.66581
"2844"	208.9	0
"2845"	208.96	0
"2846"	209.02	0
"2847"	209.09	0
"2848"	209.15	0
"2849"	209.21	0
"2850"	209.27	0
"2851"	209.34	0
"2852"	209.4	0
"2853"	209.46	0
"2854"	209.52	0
"2855"	209.59	0
"2856"	209.65	0
"2857"	209.71	0
"2858"	209.77	0
"2859"	209.84	0
"2860"	209.9	0
"2861"	209.96	0
"2862"	210.02	0
"2863"	210.09	0
"2864"	210.15	0
"2865"	210.21	0
"2866"	210.27	0
"2867"	210.34	0
"2868"	210.4	0
"2869"	210.46	0
"2870"	210.52	0
"2871"	210.59	0
"2872"	210.65	0
"2873"	210.71	0
"2874"	210.77	0
"2875"	210.84	0
"2876"	210.9	0
"2877"	210.96	0
"2878"	211.02	0
"2879"	211.09	0
"2880"	211.15	2.66581
"2881"	211.21	0
"2882"	211.27	0
"2883"	211.34	0
"2884"	211.4	2.66581
"2885"	211.46	2.66581
"2886"	211.52	0
"2887"	211.59	0
"2888"	211.65	0
"2889"	211.71	5.33163
"2890"	211.77	0
"2891"	211.84	2.66581
"2892"	211.9	2.66581
"2893"	211.96	0
"2894"	212.02	0
"2895"	212.09	0
"2896"	212.15	0
"2897"	212.21	5.33163
"2898"	212.27	0
"2899"	212.34	0
"2900"	212.4	2.66581
"2901"	212.46	0
"2902"	212.52	2.66581
"2903"	212.59	2.66581
"2904"	212.65	0
"2905"	212.71	2.66581
"2906"	212.77	0
"2907"	212.84	0
"2908"	212.9	0
"2909"	212.96	0
"2910"	213.02	7.99744
"2911"	213.09	5.33163
"2912"	213.15	2.66581
"2913"	213.21	2.66581
"2914"	213.27	2.66581
"2915"	213.34	5.33163
"2916"	213.4	0
"2917"	213.46	0
"2918"	213.52	2.66581
"2919"	213.59	2.66581
"2920"	213.65	2.66581
"2921"	213.71	2.66581
"2922"	213.77	2.66581
"2923"	213.84	0
"2924"	213.9	0
"2925"	213.96	2.66581
"2926"	214.02	2.66581
"2927"	214.09	0
"2928"	214.15	2.66581
"2929"	214.21	0
"2930"	214.27	2.66581
"2931"	214.34	0
"2932"	214.4	0
"2933"	214.46	0
"2934"	214.52	0
"2935"	214.59	0
"2936"	214.65	5.33163
"2937"	214.71	2.66581
"2938"	214.77	0
"2939"	214.84	0
"2940"	214.9	0
"2941"	214.96	0
"2942"	215.02	0
"2943"	215.09	0
"2944"	215.15	0
"2945"	215.21	0
"2946"	215.27	0
"2947"	215.34	5.33163
"2948"	215.4	2.66581
"2949"	215.46	0
"2950"	215.52	0
"2951"	215.59	0
"2952"	215.65	0
"2953"	215.71	0
"2954"	215.77	0
"2955"	215.84	0
"2956"	215.9	0
"2957"	215.96	0
"2958"	216.02	0
"2959"	216.09	0
"2960"	216.15	0
"2961"	216.21	0
"2962"	216.27	0
"2963"	216.34	0
"2964"	216.4	0
"2965"	216.46	0
"2966"	216.52	0
"2967"	216.59	0
"2968"	216.65	0
"2969"	216.71	0
"2970"	216.77	0
"2971"	216.84	0
"2972"	216.9	0
"2973"	216.96	0
"2974"	217.02	0
"2975"	217.09	0
"2976"	217.15	0
"2977"	217.21	0
"2978"	217.27	0
"2979"	217.34	2.66581
"2980"	217.4	0
"2981"	217.46	0
"2982"	217.52	0
"2983"	217.59	0
"2984"	217.65	0
"2985"	217.71	0
"2986"	217.77	0
"2987"	217.84	0
"2988"	217.9	2.66581
"2989"	217.96	0
"2990"	218.02	0
"2991"	218.09	0
"2992"	218.15	0
"2993"	218.21	0
"2994"	218.27	0
"2995"	218.34	0
"2996"	218.4	0
"2997"	218.46	0
"2998"	218.52	0
"2999"	218.59	0
"3000"	218.65	0
"3001"	218.71	0
"3002"	218.77	0
"3003"	218.84	0
"3004"	218.9	0
"3005"	218.96	0
"3006"	219.02	0
"3007"	219.09	0
"3008"	219.15	0
"3009"	219.21	0
"3010"	219.27	0
"3011"	219.34	0
"3012"	219.4	0
"3013"	219.46	0
"3014"	219.52	0
"3015"	219.59	0
"3016"	219.65	0
"3017"	219.71	0
"3018"	219.77	0
"3019"	219.84	0
"3020"	219.9	0
"3021"	219.96	0
"3022"	220.02	2.66581
"3023"	220.09	0
"3024"	220.15	0
"3025"	220.21	0
"3026"	220.27	0
"3027"	220.34	0
"3028"	220.4	0
"3029"	220.46	0
"3030"	220.52	0
"3031"	220.59	0
"3032"	220.65	0
"3033"	220.71	0
"3034"	220.77	0
"3035"	220.84	0
"3036"	220.9	0
"3037"	220.96	0
"3038"	221.02	0
"3039"	221.09	0
"3040"	221.15	0
"3041"	221.21	0
"3042"	221.27	0
"3043"	221.34	0
"3044"	221.4	0
"3045"	221.46	0
"3046"	221.52	0
"3047"	221.59	0
"3048"	221.65	0
"3049"	221.71	0
"3050"	221.77	0
"3051"	221.84	0
"3052"	221.9	0
"3053"	221.96	0
"3054"	222.02	0
"3055"	222.09	0
"3056"	222.15	0
"3057"	222.21	0
"3058"	222.27	0
"3059"	222.34	0
"3060"	222.4	0
"3061"	222.46	0
"3062"	222.52	0
"3063"	222.59	0
"3064"	222.65	0
"3065"	222.71	0
"3066"	222.77	0
"3067"	222.84	0
"3068"	222.9	0
"3069"	222.96	0
"3070"	223.02	0
"3071"	223.09	0
"3072"	223.15	0
"3073"	223.21	0
"3074"	223.27	0
"3075"	223.34	0
"3076"	223.4	0
"3077"	223.46	0
"3078"	223.52	0
"3079"	223.59	0
"3080"	223.65	0
"3081"	223.71	0
"3082"	223.77	0
"3083"	223.84	0
"3084"	223.9	0
"3085"	223.96	0
"3086"	224.02	0
"3087"	224.09	0
"3088"	224.15	0
"3089"	224.21	0
"3090"	224.27	0
"3091"	224.34	0
"3092"	224.4	0
"3093"	224.46	0
"3094"	224.52	0
"3095"	224.59	0
"3096"	224.65	0
"3097"	224.71	0
"3098"	224.77	0
"3099"	224.84	0
"3100"	224.9	0
"3101"	224.96	0
"3102"	225.02	0
"3103"	225.09	0
"3104"	225.15	0
"3105"	225.21	0
"3106"	225.27	0
"3107"	225.34	0
"3108"	225.4	0
"3109"	225.46	0
"3110"	225.52	0
"3111"	225.59	0
"3112"	225.65	0
"3113"	225.71	0
"3114"	225.77	0
"3115"	225.84	0
"3116"	225.9	0
"3117"	225.96	0
"3118"	226.02	0
"3119"	226.09	0
"3120"	226.15	0
"3121"	226.21	0
"3122"	226.27	0
"3123"	226.34	0
"3124"	226.4	0
"3125"	226.46	0
"3126"	226.52	0
"3127"	226.59	0
"3128"	226.65	0
"3129"	226.71	0
"3130"	226.77	0
"3131"	226.84	0
"3132"	226.9	0
"3133"	226.96	0
"3134"	227.02	0
"3135"	227.09	0
"3136"	227.15	0
"3137"	227.21	0
"3138"	227.27	0
"3139"	227.34	2.66581
"3140"	227.4	0
"3141"	227.46	0
"3142"	227.52	0
"3143"	227.59	0
"3144"	227.65	0
"3145"	227.71	0
"3146"	227.77	0
"3147"	227.84	0
"3148"	227.9	0
"3149"	227.96	0
"3150"	228.02	0
"3151"	228.09	0
"3152"	228.15	0
"3153"	228.21	0
"3154"	228.27	0
"3155"	228.34	0
"3156"	228.4	0
"3157"	228.46	0
"3158"	228.52	0
"3159"	228.59	0
"3160"	228.65	0
"3161"	228.71	0
"3162"	228.77	0
"3163"	228.84	0
"3164"	228.9	0
"3165"	228.96	0
"3166"	229.02	0
"3167"	229.09	0
"3168"	229.15	0
"3169"	229.21	0
"3170"	229.27	0
"3171"	229.34	2.66581
"3172"	229.4	0
"3173"	229.46	0
"3174"	229.52	0
"3175"	229.59	0
"3176"	229.65	0
"3177"	229.71	0
"3178"	229.77	0
"3179"	229.84	0
"3180"	229.9	0
"3181"	229.96	0
"3182"	230.02	0
"3183"	230.09	0
"3184"	230.15	0
"3185"	230.21	0
"3186"	230.27	0
"3187"	230.34	0
"3188"	230.4	0
"3189"	230.46	0
"3190"	230.52	0
"3191"	230.59	0
"3192"	230.65	0
"3193"	230.71	0
"3194"	230.77	0
"3195"	230.84	0
"3196"	230.9	0
"3197"	230.96	0
"3198"	231.02	0
"3199"	231.09	0
"3200"	231.15	0
"3201"	231.21	0
"3202"	231.27	0
"3203"	231.34	0
"3204"	231.4	0
"3205"	231.46	0
"3206"	231.52	0
"3207"	231.59	2.66581
"3208"	231.65	0
"3209"	231.71	0
"3210"	231.77	0
"3211"	231.84	0
"3212"	231.9	0
"3213"	231.96	0
"3214"	232.02	0
"3215"	232.09	0
"3216"	232.15	0
"3217"	232.21	0
"3218"	232.27	0
"3219"	232.34	0
"3220"	232.4	2.66581
"3221"	232.46	0
"3222"	232.52	0
"3223"	232.59	0
"3224"	232.65	0
"3225"	232.71	0
"3226"	232.77	0
"3227"	232.84	2.66581
"3228"	232.9	0
"3229"	232.96	0
"3230"	233.02	2.66581
"3231"	233.09	0
"3232"	233.15	0
"3233"	233.21	0
"3234"	233.27	0
"3235"	233.34	0
"3236"	233.4	0
"3237"	233.46	0
"3238"	233.52	0
"3239"	233.59	0
"3240"	233.65	0
"3241"	233.71	0
"3242"	233.77	0
"3243"	233.84	0
"3244"	233.9	0
"3245"	233.96	0
"3246"	234.02	0
"3247"	234.09	0
"3248"	234.15	0
"3249"	234.21	0
"3250"	234.27	2.66581
"3251"	234.34	0
"3252"	234.4	0
"3253"	234.46	0
"3254"	234.52	0
"3255"	234.59	0
"3256"	234.65	0
"3257"	234.71	0
"3258"	234.77	0
"3259"	234.84	0
"3260"	234.9	5.33163
"3261"	234.96	0
"3262"	235.02	0
"3263"	235.09	0
"3264"	235.15	0
"3265"	235.21	0
"3266"	235.27	0
"3267"	235.34	0
"3268"	235.4	0
"3269"	235.46	0
"3270"	235.52	5.33163
"3271"	235.59	5.33163
"3272"	235.65	0
"3273"	235.71	0
"3274"	235.77	0
"3275"	235.84	0
"3276"	235.9	0
"3277"	235.96	0
"3278"	236.02	0
"3279"	236.09	5.33163
"3280"	236.15	0
"3281"	236.21	0
"3282"	236.27	0
"3283"	236.34	0
"3284"	236.4	0
"3285"	236.46	0
"3286"	236.52	0
"3287"	236.59	0
"3288"	236.65	0
"3289"	236.71	0
"3290"	236.77	0
"3291"	236.84	0
"3292"	236.9	0
"3293"	236.96	0
"3294"	237.02	0
"3295"	237.09	0
"3296"	237.15	0
"3297"	237.21	0
"3298"	237.27	0
"3299"	237.34	0
"3300"	237.4	0
"3301"	237.46	0
"3302"	237.52	0
"3303"	237.59	0
"3304"	237.65	0
"3305"	237.71	0
"3306"	237.77	0
"3307"	237.84	0
"3308"	237.9	0
"3309"	237.96	0
"3310"	238.02	0
"3311"	238.09	0
"3312"	238.15	0
"3313"	238.21	0
"3314"	238.27	0
"3315"	238.34	0
"3316"	238.4	0
"3317"	238.46	0
"3318"	238.52	0
"3319"	238.59	0
"3320"	238.65	0
"3321"	238.71	0
"3322"	238.77	0
"3323"	238.84	0
"3324"	238.9	0
"3325"	238.96	0
"3326"	239.02	0
"3327"	239.09	0
"3328"	239.15	0
"3329"	239.21	0
"3330"	239.27	0
"3331"	239.34	0
"3332"	239.4	0
"3333"	239.46	0
"3334"	239.52	0
"3335"	239.59	0
"3336"	239.65	0
"3337"	239.71	0
"3338"	239.77	0
"3339"	239.84	0
"3340"	239.9	0
"3341"	239.96	0
"3342"	240.02	0
"3343"	240.09	0
"3344"	240.15	0
"3345"	240.21	0
"3346"	240.27	0
"3347"	240.34	0
"3348"	240.4	0
"3349"	240.46	0
"3350"	240.52	0
"3351"	240.59	0
"3352"	240.65	0
"3353"	240.71	0
"3354"	240.77	0
"3355"	240.84	2.66581
"3356"	240.9	0
"3357"	240.96	0
"3358"	241.02	0
"3359"	241.09	0
"3360"	241.15	0
"3361"	241.21	0
"3362"	241.27	0
"3363"	241.34	0
"3364"	241.4	0
"3365"	241.46	0
"3366"	241.52	0
"3367"	241.59	0
"3368"	241.65	0
"3369"	241.71	0
"3370"	241.77	0
"3371"	241.84	2.66581
"3372"	241.9	0
"3373"	241.96	0
"3374"	242.02	0
"3375"	242.09	0
"3376"	242.15	2.66581
"3377"	242.21	2.66581
"3378"	242.27	0
"3379"	242.34	0
"3380"	242.4	0
"3381"	242.46	0
"3382"	242.52	0
"3383"	242.59	0
"3384"	242.65	0
"3385"	242.71	0
"3386"	242.77	0
"3387"	242.84	0
"3388"	242.9	0
"3389"	242.96	0
"3390"	243.02	0
"3391"	243.09	0
"3392"	243.15	0
"3393"	243.21	0
"3394"	243.27	0
"3395"	243.34	0
"3396"	243.4	2.66581
"3397"	243.46	2.66581
"3398"	243.52	0
"3399"	243.59	0
"3400"	243.65	2.66581
"3401"	243.71	0
"3402"	243.77	0
"3403"	243.84	0
"3404"	243.9	2.66581
"3405"	243.96	0
"3406"	244.02	0
"3407"	244.09	0
"3408"	244.15	0
"3409"	244.21	2.66581
"3410"	244.27	0
"3411"	244.34	0
"3412"	244.4	0
"3413"	244.46	0
"3414"	244.52	0
"3415"	244.59	0
"3416"	244.65	0
"3417"	244.71	2.66581
"3418"	244.77	0
"3419"	244.84	0
"3420"	244.9	0
"3421"	244.96	0
"3422"	245.02	0
"3423"	245.09	2.66581
"3424"	245.15	2.66581
"3425"	245.21	2.66581
"3426"	245.27	0
"3427"	245.34	0
"3428"	245.4	0
"3429"	245.46	0
"3430"	245.52	0
"3431"	245.59	0
"3432"	245.65	5.33163
"3433"	245.71	0
"3434"	245.77	2.66581
"3435"	245.84	0
"3436"	245.9	0
"3437"	245.96	5.33163
"3438"	246.02	0
"3439"	246.09	0
"3440"	246.15	0
"3441"	246.21	0
"3442"	246.27	0
"3443"	246.34	0
"3444"	246.4	0
"3445"	246.46	0
"3446"	246.52	0
"3447"	246.59	0
"3448"	246.65	0
"3449"	246.71	0
"3450"	246.77	0
"3451"	246.84	0
"3452"	246.9	0
"3453"	246.96	0
"3454"	247.02	2.66581
"3455"	247.09	0
"3456"	247.15	0
"3457"	247.21	0
"3458"	247.27	0
"3459"	247.34	0
"3460"	247.4	0
"3461"	247.46	0
"3462"	247.52	0
"3463"	247.59	0
"3464"	247.65	0
"3465"	247.71	0
"3466"	247.77	0
"3467"	247.84	0
"3468"	247.9	0
"3469"	247.96	0
"3470"	248.02	0
"3471"	248.09	0
"3472"	248.15	0
"3473"	248.21	0
"3474"	248.27	0
"3475"	248.34	0
"3476"	248.4	0
"3477"	248.46	0
"3478"	248.52	0
"3479"	248.59	0
"3480"	248.65	0
"3481"	248.71	0
"3482"	248.77	0
"3483"	248.84	0
"3484"	248.9	0
"3485"	248.96	0
"3486"	249.02	0
"3487"	249.09	0
"3488"	249.15	0
"3489"	249.21	0
"3490"	249.27	0
"3491"	249.34	0
"3492"	249.4	0
"3493"	249.46	2.66581
"3494"	249.52	0
"3495"	249.59	0
"3496"	249.65	0
"3497"	249.71	0
"3498"	249.77	0
"3499"	249.84	0
"3500"	249.9	0
"3501"	249.96	0
"3502"	250.02	0
"3503"	250.09	0
"3504"	250.15	0
"3505"	250.21	0
"3506"	250.27	0
"3507"	250.34	0
"3508"	250.4	0
"3509"	250.46	0
"3510"	250.52	0
"3511"	250.59	0
"3512"	250.65	0
"3513"	250.71	0
"3514"	250.77	0
"3515"	250.84	0
"3516"	250.9	0
"3517"	250.96	2.66581
"3518"	251.02	0
"3519"	251.09	2.66581
"3520"	251.15	0
"3521"	251.21	5.33163
"3522"	251.27	0
"3523"	251.34	7.99744
"3524"	251.4	2.66581
"3525"	251.46	2.66581
"3526"	251.52	0
"3527"	251.59	0
"3528"	251.65	7.99744
"3529"	251.71	7.99744
"3530"	251.77	5.33163
"3531"	251.84	2.66581
"3532"	251.9	2.66581
"3533"	251.96	5.33163
"3534"	252.02	2.66581
"3535"	252.09	0
"3536"	252.15	2.66581
"3537"	252.21	2.66581
"3538"	252.27	2.66581
"3539"	252.34	2.66581
"3540"	252.4	7.99744
"3541"	252.46	2.66581
"3542"	252.52	21.3265
"3543"	252.59	10.6633
"3544"	252.65	2.66581
"3545"	252.71	7.99744
"3546"	252.77	7.99744
"3547"	252.84	7.99744
"3548"	252.9	10.6633
"3549"	252.96	2.66581
"3550"	253.02	7.99744
"3551"	253.09	7.99744
"3552"	253.15	2.66581
"3553"	253.21	0
"3554"	253.27	10.6633
"3555"	253.34	2.66581
"3556"	253.4	10.6633
"3557"	253.46	5.33163
"3558"	253.52	5.33163
"3559"	253.59	2.66581
"3560"	253.65	15.9949
"3561"	253.71	15.9949
"3562"	253.77	2.66581
"3563"	253.84	0
"3564"	253.9	0
"3565"	253.96	2.66581
"3566"	254.02	0
"3567"	254.09	10.6633
"3568"	254.15	2.66581
"3569"	254.21	0
"3570"	254.27	7.99744
"3571"	254.34	13.3291
"3572"	254.4	5.33163
"3573"	254.46	0
"3574"	254.52	2.66581
"3575"	254.59	2.66581
"3576"	254.65	5.33163
"3577"	254.71	0
"3578"	254.77	0
"3579"	254.84	5.33163
"3580"	254.9	0
"3581"	254.96	2.66581
"3582"	255.02	0
"3583"	255.09	5.33163
"3584"	255.15	0
"3585"	255.21	10.6633
"3586"	255.27	0
"3587"	255.34	2.66581
"3588"	255.4	0
"3589"	255.46	0
"3590"	255.52	5.33163
"3591"	255.59	0
"3592"	255.65	2.66581
"3593"	255.71	5.33163
"3594"	255.77	0
"3595"	255.84	0
"3596"	255.9	0
"3597"	255.96	5.33163
"3598"	256.02	2.66581
"3599"	256.09	7.99744
"3600"	256.15	0
"3601"	256.21	7.99744
"3602"	256.27	10.6633
"3603"	256.34	2.66581
"3604"	256.4	7.99744
"3605"	256.46	5.33163
"3606"	256.52	10.6633
"3607"	256.59	21.3265
"3608"	256.65	21.3265
"3609"	256.71	13.3291
"3610"	256.77	29.324
"3611"	256.84	63.9795
"3612"	256.9	58.6479
"3613"	256.96	93.3035
"3614"	257.02	151.951
"3615"	257.09	186.607
"3616"	257.15	266.581
"3617"	257.21	301.237
"3618"	257.27	410.535
"3619"	257.34	437.193
"3620"	257.4	546.492
"3621"	257.46	519.834
"3622"	257.52	618.469
"3623"	257.59	698.443
"3624"	257.65	639.795
"3625"	257.71	767.754
"3626"	257.77	746.428
"3627"	257.84	719.77
"3628"	257.9	698.443
"3629"	257.96	727.767
"3630"	258.02	650.459
"3631"	258.09	741.096
"3632"	258.15	730.433
"3633"	258.21	735.765
"3634"	258.27	770.42
"3635"	258.34	765.089
"3636"	258.4	781.083
"3637"	258.46	847.729
"3638"	258.52	781.083
