"Mass"	"Intensity"
"1261"	109.96	0
"1262"	110.02	0
"1263"	110.09	0
"1264"	110.15	0
"1265"	110.21	0
"1266"	110.27	0
"1267"	110.34	0
"1268"	110.4	0
"1269"	110.46	0
"1270"	110.52	0
"1271"	110.59	0
"1272"	110.65	0
"1273"	110.71	0
"1274"	110.77	0
"1275"	110.84	0
"1276"	110.9	0
"1277"	110.96	0
"1278"	111.02	0
"1279"	111.09	5.33163
"1280"	111.15	0
"1281"	111.21	0
"1282"	111.27	5.33163
"1283"	111.34	2.66581
"1284"	111.4	0
"1285"	111.46	13.3291
"1286"	111.52	0
"1287"	111.59	0
"1288"	111.65	7.99744
"1289"	111.71	0
"1290"	111.77	5.33163
"1291"	111.84	7.99744
"1292"	111.9	2.66581
"1293"	111.96	7.99744
"1294"	112.02	0
"1295"	112.09	5.33163
"1296"	112.15	2.66581
"1297"	112.21	5.33163
"1298"	112.27	7.99744
"1299"	112.34	2.66581
"1300"	112.4	7.99744
"1301"	112.46	2.66581
"1302"	112.52	0
"1303"	112.59	2.66581
"1304"	112.65	0
"1305"	112.71	7.99744
"1306"	112.77	2.66581
"1307"	112.84	0
"1308"	112.9	0
"1309"	112.96	0
"1310"	113.02	2.66581
"1311"	113.09	2.66581
"1312"	113.15	2.66581
"1313"	113.21	0
"1314"	113.27	5.33163
"1315"	113.34	2.66581
"1316"	113.4	7.99744
"1317"	113.46	2.66581
"1318"	113.52	5.33163
"1319"	113.59	2.66581
"1320"	113.65	0
"1321"	113.71	5.33163
"1322"	113.77	0
"1323"	113.84	2.66581
"1324"	113.9	2.66581
"1325"	113.96	0
"1326"	114.02	5.33163
"1327"	114.09	0
"1328"	114.15	0
"1329"	114.21	0
"1330"	114.27	2.66581
"1331"	114.34	2.66581
"1332"	114.4	0
"1333"	114.46	5.33163
"1334"	114.52	2.66581
"1335"	114.59	2.66581
"1336"	114.65	0
"1337"	114.71	2.66581
"1338"	114.77	13.3291
"1339"	114.84	5.33163
"1340"	114.9	5.33163
"1341"	114.96	2.66581
"1342"	115.02	0
"1343"	115.09	7.99744
"1344"	115.15	10.6633
"1345"	115.21	21.3265
"1346"	115.27	10.6633
"1347"	115.34	7.99744
"1348"	115.4	2.66581
"1349"	115.46	2.66581
"1350"	115.52	0
"1351"	115.59	2.66581
"1352"	115.65	7.99744
"1353"	115.71	2.66581
"1354"	115.77	2.66581
"1355"	115.84	0
"1356"	115.9	0
"1357"	115.96	0
"1358"	116.02	0
"1359"	116.09	0
"1360"	116.15	0
"1361"	116.21	0
"1362"	116.27	2.66581
"1363"	116.34	10.6633
"1364"	116.4	0
"1365"	116.46	7.99744
"1366"	116.52	0
"1367"	116.59	5.33163
"1368"	116.65	0
"1369"	116.71	0
"1370"	116.77	0
"1371"	116.84	0
"1372"	116.9	5.33163
"1373"	116.96	0
"1374"	117.02	0
"1375"	117.09	0
"1376"	117.15	5.33163
"1377"	117.21	0
"1378"	117.27	0
"1379"	117.34	0
"1380"	117.4	0
"1381"	117.46	0
"1382"	117.52	0
"1383"	117.59	0
"1384"	117.65	0
"1385"	117.71	0
"1386"	117.77	0
"1387"	117.84	0
"1388"	117.9	0
"1389"	117.96	0
"1390"	118.02	0
"1391"	118.09	0
"1392"	118.15	0
"1393"	118.21	0
"1394"	118.27	0
"1395"	118.34	0
"1396"	118.4	0
"1397"	118.46	0
"1398"	118.52	0
"1399"	118.59	0
"1400"	118.65	0
"1401"	118.71	2.66581
"1402"	118.77	0
"1403"	118.84	0
"1404"	118.9	0
"1405"	118.96	0
"1406"	119.02	0
"1407"	119.09	0
"1408"	119.15	0
"1409"	119.21	0
"1410"	119.27	7.99744
"1411"	119.34	5.33163
"1412"	119.4	0
"1413"	119.46	7.99744
"1414"	119.52	0
"1415"	119.59	10.6633
"1416"	119.65	10.6633
"1417"	119.71	0
"1418"	119.77	5.33163
"1419"	119.84	0
"1420"	119.9	5.33163
"1421"	119.96	0
"1422"	120.02	23.9923
"1423"	120.09	7.99744
"1424"	120.15	21.3265
"1425"	120.21	10.6633
"1426"	120.27	0
"1427"	120.34	0
"1428"	120.4	7.99744
"1429"	120.46	5.33163
"1430"	120.52	0
"1431"	120.59	5.33163
"1432"	120.65	0
"1433"	120.71	0
"1434"	120.77	0
"1435"	120.84	0
"1436"	120.9	0
"1437"	120.96	0
"1438"	121.02	0
"1439"	121.09	0
"1440"	121.15	0
"1441"	121.21	0
"1442"	121.27	0
"1443"	121.34	0
"1444"	121.4	0
"1445"	121.46	0
"1446"	121.52	0
"1447"	121.59	0
"1448"	121.65	0
"1449"	121.71	0
"1450"	121.77	2.66581
"1451"	121.84	0
"1452"	121.9	0
"1453"	121.96	0
"1454"	122.02	0
"1455"	122.09	0
"1456"	122.15	0
"1457"	122.21	0
"1458"	122.27	0
"1459"	122.34	0
"1460"	122.4	0
"1461"	122.46	0
"1462"	122.52	0
"1463"	122.59	0
"1464"	122.65	0
"1465"	122.71	0
"1466"	122.77	0
"1467"	122.84	0
"1468"	122.9	0
"1469"	122.96	0
"1470"	123.02	0
"1471"	123.09	0
"1472"	123.15	0
"1473"	123.21	0
"1474"	123.27	0
"1475"	123.34	0
"1476"	123.4	0
"1477"	123.46	0
"1478"	123.52	0
"1479"	123.59	0
"1480"	123.65	0
"1481"	123.71	0
"1482"	123.77	0
"1483"	123.84	0
"1484"	123.9	0
"1485"	123.96	0
"1486"	124.02	0
"1487"	124.09	0
"1488"	124.15	0
"1489"	124.21	0
"1490"	124.27	0
"1491"	124.34	0
"1492"	124.4	0
"1493"	124.46	0
"1494"	124.52	0
"1495"	124.59	0
"1496"	124.65	0
"1497"	124.71	0
"1498"	124.77	0
"1499"	124.84	0
"1500"	124.9	0
"1501"	124.96	0
"1502"	125.02	0
"1503"	125.09	0
"1504"	125.15	0
"1505"	125.21	0
"1506"	125.27	0
"1507"	125.34	0
"1508"	125.4	0
"1509"	125.46	0
"1510"	125.52	0
"1511"	125.59	0
"1512"	125.65	0
"1513"	125.71	0
"1514"	125.77	0
"1515"	125.84	0
"1516"	125.9	0
"1517"	125.96	0
"1518"	126.02	0
"1519"	126.09	0
"1520"	126.15	0
"1521"	126.21	0
"1522"	126.27	0
"1523"	126.34	0
"1524"	126.4	0
"1525"	126.46	2.66581
"1526"	126.52	0
"1527"	126.59	0
"1528"	126.65	0
"1529"	126.71	0
"1530"	126.77	0
"1531"	126.84	0
"1532"	126.9	0
"1533"	126.96	0
"1534"	127.02	0
"1535"	127.09	0
"1536"	127.15	0
"1537"	127.21	0
"1538"	127.27	0
"1539"	127.34	0
"1540"	127.4	0
"1541"	127.46	0
"1542"	127.52	0
"1543"	127.59	0
"1544"	127.65	0
"1545"	127.71	0
"1546"	127.77	0
"1547"	127.84	0
"1548"	127.9	0
"1549"	127.96	0
"1550"	128.02	0
"1551"	128.09	0
"1552"	128.15	0
"1553"	128.21	0
"1554"	128.27	0
"1555"	128.34	0
"1556"	128.4	0
"1557"	128.46	0
"1558"	128.52	0
"1559"	128.59	0
"1560"	128.65	0
"1561"	128.71	0
"1562"	128.77	0
"1563"	128.84	0
"1564"	128.9	0
"1565"	128.96	0
"1566"	129.02	0
"1567"	129.09	0
"1568"	129.15	0
"1569"	129.21	0
"1570"	129.27	0
"1571"	129.34	0
"1572"	129.4	0
"1573"	129.46	0
"1574"	129.52	0
"1575"	129.59	0
"1576"	129.65	0
"1577"	129.71	0
"1578"	129.77	2.66581
"1579"	129.84	0
"1580"	129.9	0
"1581"	129.96	0
"1582"	130.02	0
"1583"	130.09	5.33163
"1584"	130.15	2.66581
"1585"	130.21	5.33163
"1586"	130.27	2.66581
"1587"	130.34	0
"1588"	130.4	2.66581
"1589"	130.46	2.66581
"1590"	130.52	0
"1591"	130.59	5.33163
"1592"	130.65	0
"1593"	130.71	0
"1594"	130.77	5.33163
"1595"	130.84	0
"1596"	130.9	0
"1597"	130.96	5.33163
"1598"	131.02	2.66581
"1599"	131.09	0
"1600"	131.15	2.66581
"1601"	131.21	0
"1602"	131.27	0
"1603"	131.34	2.66581
"1604"	131.4	0
"1605"	131.46	2.66581
"1606"	131.52	2.66581
"1607"	131.59	2.66581
"1608"	131.65	2.66581
"1609"	131.71	0
"1610"	131.77	5.33163
"1611"	131.84	0
"1612"	131.9	0
"1613"	131.96	5.33163
"1614"	132.02	13.3291
"1615"	132.09	7.99744
"1616"	132.15	0
"1617"	132.21	0
"1618"	132.27	5.33163
"1619"	132.34	2.66581
"1620"	132.4	2.66581
"1621"	132.46	7.99744
"1622"	132.52	0
"1623"	132.59	0
"1624"	132.65	0
"1625"	132.71	2.66581
"1626"	132.77	0
"1627"	132.84	0
"1628"	132.9	2.66581
"1629"	132.96	2.66581
"1630"	133.02	2.66581
"1631"	133.09	2.66581
"1632"	133.15	7.99744
"1633"	133.21	0
"1634"	133.27	2.66581
"1635"	133.34	5.33163
"1636"	133.4	7.99744
"1637"	133.46	2.66581
"1638"	133.52	2.66581
"1639"	133.59	0
"1640"	133.65	0
"1641"	133.71	7.99744
"1642"	133.77	0
"1643"	133.84	0
"1644"	133.9	0
"1645"	133.96	0
"1646"	134.02	7.99744
"1647"	134.09	0
"1648"	134.15	0
"1649"	134.21	5.33163
"1650"	134.27	0
"1651"	134.34	2.66581
"1652"	134.4	0
"1653"	134.46	2.66581
"1654"	134.52	2.66581
"1655"	134.59	2.66581
"1656"	134.65	0
"1657"	134.71	0
"1658"	134.77	2.66581
"1659"	134.84	0
"1660"	134.9	0
"1661"	134.96	0
"1662"	135.02	0
"1663"	135.09	0
"1664"	135.15	0
"1665"	135.21	0
"1666"	135.27	0
"1667"	135.34	0
"1668"	135.4	0
"1669"	135.46	0
"1670"	135.52	0
"1671"	135.59	0
"1672"	135.65	5.33163
"1673"	135.71	2.66581
"1674"	135.77	2.66581
"1675"	135.84	2.66581
"1676"	135.9	7.99744
"1677"	135.96	10.6633
"1678"	136.02	10.6633
"1679"	136.09	18.6607
"1680"	136.15	47.9846
"1681"	136.21	34.6556
"1682"	136.27	29.3239
"1683"	136.34	31.9898
"1684"	136.4	37.3214
"1685"	136.46	50.6505
"1686"	136.52	29.324
"1687"	136.59	53.3163
"1688"	136.65	47.9846
"1689"	136.71	42.653
"1690"	136.77	34.6556
"1691"	136.84	42.653
"1692"	136.9	42.653
"1693"	136.96	53.3163
"1694"	137.02	31.9898
"1695"	137.09	39.9872
"1696"	137.15	34.6556
"1697"	137.21	26.6581
"1698"	137.27	61.3137
"1699"	137.34	55.9821
"1700"	137.4	29.3239
"1701"	137.46	29.324
"1702"	137.52	45.3188
"1703"	137.59	47.9846
"1704"	137.65	34.6556
"1705"	137.71	31.9898
"1706"	137.77	45.3188
"1707"	137.84	37.3214
"1708"	137.9	45.3188
"1709"	137.96	31.9898
"1710"	138.02	21.3265
"1711"	138.09	39.9872
"1712"	138.15	37.3214
"1713"	138.21	42.653
"1714"	138.27	50.6505
"1715"	138.34	50.6505
"1716"	138.4	31.9898
"1717"	138.46	50.6505
"1718"	138.52	37.3214
"1719"	138.59	42.653
"1720"	138.65	50.6505
"1721"	138.71	42.653
"1722"	138.77	45.3188
"1723"	138.84	37.3214
"1724"	138.9	34.6556
"1725"	138.96	39.9872
"1726"	139.02	39.9872
"1727"	139.09	29.324
"1728"	139.15	34.6556
"1729"	139.21	13.3291
"1730"	139.27	34.6556
"1731"	139.34	29.324
"1732"	139.4	29.3239
"1733"	139.46	34.6556
"1734"	139.52	26.6581
"1735"	139.59	26.6581
"1736"	139.65	21.3265
"1737"	139.71	26.6581
"1738"	139.77	53.3163
"1739"	139.84	31.9898
"1740"	139.9	23.9923
"1741"	139.96	15.9949
"1742"	140.02	29.3239
"1743"	140.09	23.9923
"1744"	140.15	21.3265
"1745"	140.21	23.9923
"1746"	140.27	15.9949
"1747"	140.34	18.6607
"1748"	140.4	21.3265
"1749"	140.46	13.3291
"1750"	140.52	15.9949
"1751"	140.59	7.99744
"1752"	140.65	21.3265
"1753"	140.71	7.99744
"1754"	140.77	10.6633
"1755"	140.84	2.66581
"1756"	140.9	0
"1757"	140.96	5.33163
"1758"	141.02	7.99744
"1759"	141.09	2.66581
"1760"	141.15	5.33163
"1761"	141.21	0
"1762"	141.27	0
"1763"	141.34	7.99744
"1764"	141.4	2.66581
"1765"	141.46	2.66581
"1766"	141.52	5.33163
"1767"	141.59	0
"1768"	141.65	0
"1769"	141.71	2.66581
"1770"	141.77	2.66581
"1771"	141.84	2.66581
"1772"	141.9	0
"1773"	141.96	0
"1774"	142.02	0
"1775"	142.09	0
"1776"	142.15	2.66581
"1777"	142.21	2.66581
"1778"	142.27	0
"1779"	142.34	0
"1780"	142.4	0
"1781"	142.46	0
"1782"	142.52	0
"1783"	142.59	0
"1784"	142.65	0
"1785"	142.71	0
"1786"	142.77	0
"1787"	142.84	0
"1788"	142.9	0
"1789"	142.96	0
"1790"	143.02	0
"1791"	143.09	0
"1792"	143.15	0
"1793"	143.21	0
"1794"	143.27	0
"1795"	143.34	0
"1796"	143.4	0
"1797"	143.46	0
"1798"	143.52	0
"1799"	143.59	0
"1800"	143.65	0
"1801"	143.71	0
"1802"	143.77	0
"1803"	143.84	0
"1804"	143.9	0
"1805"	143.96	0
"1806"	144.02	0
"1807"	144.09	0
"1808"	144.15	0
"1809"	144.21	0
"1810"	144.27	0
"1811"	144.34	0
"1812"	144.4	0
"1813"	144.46	0
"1814"	144.52	0
"1815"	144.59	0
"1816"	144.65	0
"1817"	144.71	0
"1818"	144.77	0
"1819"	144.84	0
"1820"	144.9	0
"1821"	144.96	0
"1822"	145.02	0
"1823"	145.09	0
"1824"	145.15	0
"1825"	145.21	0
"1826"	145.27	0
"1827"	145.34	0
"1828"	145.4	0
"1829"	145.46	0
"1830"	145.52	0
"1831"	145.59	0
"1832"	145.65	0
"1833"	145.71	0
"1834"	145.77	0
"1835"	145.84	0
"1836"	145.9	0
"1837"	145.96	0
"1838"	146.02	0
"1839"	146.09	0
"1840"	146.15	0
"1841"	146.21	0
"1842"	146.27	0
"1843"	146.34	0
"1844"	146.4	0
"1845"	146.46	0
"1846"	146.52	0
"1847"	146.59	0
"1848"	146.65	0
"1849"	146.71	0
"1850"	146.77	0
"1851"	146.84	0
"1852"	146.9	0
"1853"	146.96	0
"1854"	147.02	0
"1855"	147.09	0
"1856"	147.15	0
"1857"	147.21	0
"1858"	147.27	0
"1859"	147.34	0
"1860"	147.4	0
"1861"	147.46	0
"1862"	147.52	0
"1863"	147.59	0
"1864"	147.65	0
"1865"	147.71	0
"1866"	147.77	0
"1867"	147.84	0
"1868"	147.9	0
"1869"	147.96	0
"1870"	148.02	0
"1871"	148.09	0
"1872"	148.15	0
"1873"	148.21	0
"1874"	148.27	0
"1875"	148.34	0
"1876"	148.4	0
"1877"	148.46	0
"1878"	148.52	0
"1879"	148.59	0
"1880"	148.65	0
"1881"	148.71	0
"1882"	148.77	0
"1883"	148.84	0
"1884"	148.9	0
"1885"	148.96	0
"1886"	149.02	0
"1887"	149.09	0
"1888"	149.15	0
"1889"	149.21	0
"1890"	149.27	0
"1891"	149.34	0
"1892"	149.4	0
"1893"	149.46	0
"1894"	149.52	0
"1895"	149.59	0
"1896"	149.65	0
"1897"	149.71	0
"1898"	149.77	0
"1899"	149.84	0
"1900"	149.9	0
"1901"	149.96	0
"1902"	150.02	0
"1903"	150.09	0
"1904"	150.15	0
"1905"	150.21	0
"1906"	150.27	0
"1907"	150.34	0
"1908"	150.4	2.66581
"1909"	150.46	0
"1910"	150.52	0
"1911"	150.59	0
"1912"	150.65	0
"1913"	150.71	0
"1914"	150.77	0
"1915"	150.84	0
"1916"	150.9	0
"1917"	150.96	0
"1918"	151.02	0
"1919"	151.09	0
"1920"	151.15	0
"1921"	151.21	0
"1922"	151.27	0
"1923"	151.34	0
"1924"	151.4	0
"1925"	151.46	0
"1926"	151.52	0
"1927"	151.59	0
"1928"	151.65	0
"1929"	151.71	0
"1930"	151.77	0
"1931"	151.84	0
"1932"	151.9	0
"1933"	151.96	0
"1934"	152.02	0
"1935"	152.09	0
"1936"	152.15	0
"1937"	152.21	0
"1938"	152.27	0
"1939"	152.34	0
"1940"	152.4	0
"1941"	152.46	0
"1942"	152.52	0
"1943"	152.59	0
"1944"	152.65	0
"1945"	152.71	0
"1946"	152.77	0
"1947"	152.84	0
"1948"	152.9	0
"1949"	152.96	0
"1950"	153.02	0
"1951"	153.09	0
"1952"	153.15	0
"1953"	153.21	0
"1954"	153.27	0
"1955"	153.34	0
"1956"	153.4	0
"1957"	153.46	0
"1958"	153.52	0
"1959"	153.59	0
"1960"	153.65	0
"1961"	153.71	2.66581
"1962"	153.77	0
"1963"	153.84	0
"1964"	153.9	0
"1965"	153.96	0
"1966"	154.02	0
"1967"	154.09	0
"1968"	154.15	0
"1969"	154.21	0
"1970"	154.27	0
"1971"	154.34	0
"1972"	154.4	0
"1973"	154.46	0
"1974"	154.52	0
"1975"	154.59	5.33163
"1976"	154.65	0
"1977"	154.71	0
"1978"	154.77	0
"1979"	154.84	0
"1980"	154.9	0
"1981"	154.96	0
"1982"	155.02	0
"1983"	155.09	0
"1984"	155.15	0
"1985"	155.21	0
"1986"	155.27	0
"1987"	155.34	0
"1988"	155.4	0
"1989"	155.46	0
"1990"	155.52	0
"1991"	155.59	0
"1992"	155.65	0
"1993"	155.71	0
"1994"	155.77	0
"1995"	155.84	0
"1996"	155.9	0
"1997"	155.96	0
"1998"	156.02	0
"1999"	156.09	0
"2000"	156.15	0
"2001"	156.21	0
"2002"	156.27	0
"2003"	156.34	0
"2004"	156.4	0
"2005"	156.46	0
"2006"	156.52	0
"2007"	156.59	0
"2008"	156.65	0
"2009"	156.71	2.66581
"2010"	156.77	0
"2011"	156.84	0
"2012"	156.9	0
"2013"	156.96	0
"2014"	157.02	0
"2015"	157.09	0
"2016"	157.15	2.66581
"2017"	157.21	0
"2018"	157.27	0
"2019"	157.34	0
"2020"	157.4	0
"2021"	157.46	0
"2022"	157.52	0
"2023"	157.59	0
"2024"	157.65	0
"2025"	157.71	0
"2026"	157.77	0
"2027"	157.84	0
"2028"	157.9	0
"2029"	157.96	0
"2030"	158.02	2.66581
"2031"	158.09	0
"2032"	158.15	0
"2033"	158.21	0
"2034"	158.27	0
"2035"	158.34	0
"2036"	158.4	0
"2037"	158.46	0
"2038"	158.52	0
"2039"	158.59	0
"2040"	158.65	0
"2041"	158.71	0
"2042"	158.77	0
"2043"	158.84	0
"2044"	158.9	0
"2045"	158.96	0
"2046"	159.02	0
"2047"	159.09	0
"2048"	159.15	0
"2049"	159.21	0
"2050"	159.27	0
"2051"	159.34	0
"2052"	159.4	0
"2053"	159.46	0
"2054"	159.52	0
"2055"	159.59	0
"2056"	159.65	0
"2057"	159.71	0
"2058"	159.77	0
"2059"	159.84	0
"2060"	159.9	0
"2061"	159.96	0
"2062"	160.02	0
"2063"	160.09	0
"2064"	160.15	0
"2065"	160.21	0
"2066"	160.27	0
"2067"	160.34	0
"2068"	160.4	0
"2069"	160.46	0
"2070"	160.52	0
"2071"	160.59	0
"2072"	160.65	0
"2073"	160.71	0
"2074"	160.77	0
"2075"	160.84	0
"2076"	160.9	0
"2077"	160.96	0
"2078"	161.02	0
"2079"	161.09	0
"2080"	161.15	0
"2081"	161.21	0
"2082"	161.27	0
"2083"	161.34	0
"2084"	161.4	0
"2085"	161.46	0
"2086"	161.52	0
"2087"	161.59	0
"2088"	161.65	0
"2089"	161.71	0
"2090"	161.77	0
"2091"	161.84	0
"2092"	161.9	0
"2093"	161.96	0
"2094"	162.02	0
"2095"	162.09	0
"2096"	162.15	0
"2097"	162.21	0
"2098"	162.27	0
"2099"	162.34	0
"2100"	162.4	0
"2101"	162.46	0
"2102"	162.52	0
"2103"	162.59	0
"2104"	162.65	0
"2105"	162.71	0
"2106"	162.77	0
"2107"	162.84	0
"2108"	162.9	0
"2109"	162.96	0
"2110"	163.02	0
"2111"	163.09	0
"2112"	163.15	0
"2113"	163.21	0
"2114"	163.27	0
"2115"	163.34	0
"2116"	163.4	0
"2117"	163.46	0
"2118"	163.52	0
"2119"	163.59	0
"2120"	163.65	0
"2121"	163.71	0
"2122"	163.77	0
"2123"	163.84	0
"2124"	163.9	0
"2125"	163.96	0
"2126"	164.02	0
"2127"	164.09	0
"2128"	164.15	0
"2129"	164.21	0
"2130"	164.27	0
"2131"	164.34	0
"2132"	164.4	0
"2133"	164.46	0
"2134"	164.52	0
"2135"	164.59	0
"2136"	164.65	0
"2137"	164.71	0
"2138"	164.77	0
"2139"	164.84	0
"2140"	164.9	2.66581
"2141"	164.96	0
"2142"	165.02	0
"2143"	165.09	0
"2144"	165.15	0
"2145"	165.21	0
"2146"	165.27	0
"2147"	165.34	0
"2148"	165.4	0
"2149"	165.46	0
"2150"	165.52	0
"2151"	165.59	0
"2152"	165.65	0
"2153"	165.71	0
"2154"	165.77	0
"2155"	165.84	0
"2156"	165.9	0
"2157"	165.96	0
"2158"	166.02	0
"2159"	166.09	0
"2160"	166.15	0
"2161"	166.21	0
"2162"	166.27	0
"2163"	166.34	0
"2164"	166.4	0
"2165"	166.46	0
"2166"	166.52	0
"2167"	166.59	0
"2168"	166.65	0
"2169"	166.71	0
"2170"	166.77	0
"2171"	166.84	0
"2172"	166.9	0
"2173"	166.96	0
"2174"	167.02	0
"2175"	167.09	0
"2176"	167.15	0
"2177"	167.21	0
"2178"	167.27	0
"2179"	167.34	0
"2180"	167.4	0
"2181"	167.46	0
"2182"	167.52	0
"2183"	167.59	0
"2184"	167.65	0
"2185"	167.71	0
"2186"	167.77	0
"2187"	167.84	0
"2188"	167.9	0
"2189"	167.96	0
"2190"	168.02	0
"2191"	168.09	0
"2192"	168.15	0
"2193"	168.21	0
"2194"	168.27	0
"2195"	168.34	0
"2196"	168.4	0
"2197"	168.46	0
"2198"	168.52	0
"2199"	168.59	0
"2200"	168.65	0
"2201"	168.71	0
"2202"	168.77	0
"2203"	168.84	0
"2204"	168.9	0
"2205"	168.96	0
"2206"	169.02	0
"2207"	169.09	0
"2208"	169.15	0
"2209"	169.21	0
"2210"	169.27	0
"2211"	169.34	0
"2212"	169.4	0
"2213"	169.46	0
"2214"	169.52	0
"2215"	169.59	0
"2216"	169.65	0
"2217"	169.71	0
"2218"	169.77	0
"2219"	169.84	0
"2220"	169.9	0
"2221"	169.96	0
"2222"	170.02	0
"2223"	170.09	0
"2224"	170.15	0
"2225"	170.21	0
"2226"	170.27	0
"2227"	170.34	0
"2228"	170.4	0
"2229"	170.46	0
"2230"	170.52	0
"2231"	170.59	0
"2232"	170.65	0
"2233"	170.71	0
"2234"	170.77	0
"2235"	170.84	0
"2236"	170.9	0
"2237"	170.96	0
"2238"	171.02	0
"2239"	171.09	0
"2240"	171.15	0
"2241"	171.21	2.66581
"2242"	171.27	0
"2243"	171.34	0
"2244"	171.4	0
"2245"	171.46	0
"2246"	171.52	0
"2247"	171.59	2.66581
"2248"	171.65	0
"2249"	171.71	0
"2250"	171.77	0
"2251"	171.84	0
"2252"	171.9	0
"2253"	171.96	2.66581
"2254"	172.02	0
"2255"	172.09	0
"2256"	172.15	0
"2257"	172.21	2.66581
"2258"	172.27	0
"2259"	172.34	2.66581
"2260"	172.4	0
"2261"	172.46	0
"2262"	172.52	0
"2263"	172.59	0
"2264"	172.65	0
"2265"	172.71	0
"2266"	172.77	0
"2267"	172.84	5.33163
"2268"	172.9	2.66581
"2269"	172.96	0
"2270"	173.02	0
"2271"	173.09	0
"2272"	173.15	0
"2273"	173.21	2.66581
"2274"	173.27	0
"2275"	173.34	0
"2276"	173.4	2.66581
"2277"	173.46	0
"2278"	173.52	5.33163
"2279"	173.59	2.66581
"2280"	173.65	0
"2281"	173.71	0
"2282"	173.77	0
"2283"	173.84	0
"2284"	173.9	0
"2285"	173.96	5.33163
"2286"	174.02	0
"2287"	174.09	0
"2288"	174.15	0
"2289"	174.21	2.66581
"2290"	174.27	0
"2291"	174.34	2.66581
"2292"	174.4	5.33163
"2293"	174.46	0
"2294"	174.52	2.66581
"2295"	174.59	2.66581
"2296"	174.65	0
"2297"	174.71	0
"2298"	174.77	0
"2299"	174.84	0
"2300"	174.9	2.66581
"2301"	174.96	0
"2302"	175.02	0
"2303"	175.09	0
"2304"	175.15	0
"2305"	175.21	0
"2306"	175.27	0
"2307"	175.34	0
"2308"	175.4	2.66581
"2309"	175.46	0
"2310"	175.52	0
"2311"	175.59	0
"2312"	175.65	0
"2313"	175.71	2.66581
"2314"	175.77	0
"2315"	175.84	0
"2316"	175.9	0
"2317"	175.96	0
"2318"	176.02	0
"2319"	176.09	0
"2320"	176.15	0
"2321"	176.21	0
"2322"	176.27	0
"2323"	176.34	0
"2324"	176.4	0
"2325"	176.46	0
"2326"	176.52	0
"2327"	176.59	0
"2328"	176.65	0
"2329"	176.71	0
"2330"	176.77	0
"2331"	176.84	0
"2332"	176.9	0
"2333"	176.96	0
"2334"	177.02	0
"2335"	177.09	0
"2336"	177.15	0
"2337"	177.21	0
"2338"	177.27	0
"2339"	177.34	0
"2340"	177.4	0
"2341"	177.46	0
"2342"	177.52	0
"2343"	177.59	0
"2344"	177.65	0
"2345"	177.71	0
"2346"	177.77	0
"2347"	177.84	0
"2348"	177.9	0
"2349"	177.96	0
"2350"	178.02	0
"2351"	178.09	0
"2352"	178.15	0
"2353"	178.21	0
"2354"	178.27	0
"2355"	178.34	0
"2356"	178.4	0
"2357"	178.46	0
"2358"	178.52	0
"2359"	178.59	0
"2360"	178.65	0
"2361"	178.71	0
"2362"	178.77	0
"2363"	178.84	0
"2364"	178.9	0
"2365"	178.96	0
"2366"	179.02	0
"2367"	179.09	0
"2368"	179.15	0
"2369"	179.21	0
"2370"	179.27	0
"2371"	179.34	0
"2372"	179.4	0
"2373"	179.46	0
"2374"	179.52	0
"2375"	179.59	0
"2376"	179.65	0
"2377"	179.71	0
"2378"	179.77	0
"2379"	179.84	0
"2380"	179.9	0
"2381"	179.96	0
"2382"	180.02	0
"2383"	180.09	0
"2384"	180.15	0
"2385"	180.21	0
"2386"	180.27	5.33163
"2387"	180.34	0
"2388"	180.4	0
"2389"	180.46	5.33163
"2390"	180.52	0
"2391"	180.59	0
"2392"	180.65	0
"2393"	180.71	0
"2394"	180.77	0
"2395"	180.84	0
"2396"	180.9	0
"2397"	180.96	0
"2398"	181.02	0
"2399"	181.09	0
"2400"	181.15	0
"2401"	181.21	0
"2402"	181.27	0
"2403"	181.34	0
"2404"	181.4	0
"2405"	181.46	0
"2406"	181.52	0
"2407"	181.59	0
"2408"	181.65	0
"2409"	181.71	0
"2410"	181.77	0
"2411"	181.84	0
"2412"	181.9	0
"2413"	181.96	0
"2414"	182.02	0
"2415"	182.09	0
"2416"	182.15	0
"2417"	182.21	0
"2418"	182.27	0
"2419"	182.34	0
"2420"	182.4	0
"2421"	182.46	0
"2422"	182.52	0
"2423"	182.59	0
"2424"	182.65	0
"2425"	182.71	0
"2426"	182.77	0
"2427"	182.84	0
"2428"	182.9	2.66581
"2429"	182.96	0
"2430"	183.02	0
"2431"	183.09	0
"2432"	183.15	2.66581
"2433"	183.21	0
"2434"	183.27	0
"2435"	183.34	0
"2436"	183.4	0
"2437"	183.46	0
"2438"	183.52	0
"2439"	183.59	0
"2440"	183.65	5.33163
"2441"	183.71	0
"2442"	183.77	0
"2443"	183.84	2.66581
"2444"	183.9	0
"2445"	183.96	0
"2446"	184.02	0
"2447"	184.09	0
"2448"	184.15	0
"2449"	184.21	2.66581
"2450"	184.27	0
"2451"	184.34	0
"2452"	184.4	0
"2453"	184.46	0
"2454"	184.52	2.66581
"2455"	184.59	2.66581
"2456"	184.65	0
"2457"	184.71	0
"2458"	184.77	0
"2459"	184.84	2.66581
"2460"	184.9	0
"2461"	184.96	0
"2462"	185.02	2.66581
