""	"ScanData"	"X1"
"1267"	89.13	0
"1268"	89.19	0
"1269"	89.25	0
"1270"	89.31	0
"1271"	89.38	0
"1272"	89.44	0
"1273"	89.5	0
"1274"	89.56	0
"1275"	89.63	0
"1276"	89.69	0
"1277"	89.75	0
"1278"	89.81	0
"1279"	89.88	5.33163
"1280"	89.94	0
"1281"	90	0
"1282"	90.06	5.33163
"1283"	90.13	2.66581
"1284"	90.19	0
"1285"	90.25	13.3291
"1286"	90.31	0
"1287"	90.38	0
"1288"	90.44	7.99744
"1289"	90.5	0
"1290"	90.56	5.33163
"1291"	90.63	7.99744
"1292"	90.69	2.66581
"1293"	90.75	7.99744
"1294"	90.81	0
"1295"	90.88	5.33163
"1296"	90.94	2.66581
"1297"	91	5.33163
"1298"	91.06	7.99744
"1299"	91.13	2.66581
"1300"	91.19	7.99744
"1301"	91.25	2.66581
"1302"	91.31	0
"1303"	91.38	2.66581
"1304"	91.44	0
"1305"	91.5	7.99744
"1306"	91.56	2.66581
"1307"	91.63	0
"1308"	91.69	0
"1309"	91.75	0
"1310"	91.81	2.66581
"1311"	91.88	2.66581
"1312"	91.94	2.66581
"1313"	92	0
"1314"	92.06	5.33163
"1315"	92.13	2.66581
"1316"	92.19	7.99744
"1317"	92.25	2.66581
"1318"	92.31	5.33163
"1319"	92.38	2.66581
"1320"	92.44	0
"1321"	92.5	5.33163
"1322"	92.56	0
"1323"	92.63	2.66581
"1324"	92.69	2.66581
"1325"	92.75	0
"1326"	92.81	5.33163
"1327"	92.88	0
"1328"	92.94	0
"1329"	93	0
"1330"	93.06	2.66581
"1331"	93.13	2.66581
"1332"	93.19	0
"1333"	93.25	5.33163
"1334"	93.31	2.66581
"1335"	93.38	2.66581
"1336"	93.44	0
"1337"	93.5	2.66581
"1338"	93.56	13.3291
"1339"	93.63	5.33163
"1340"	93.69	5.33163
"1341"	93.75	2.66581
"1342"	93.81	0
"1343"	93.88	7.99744
"1344"	93.94	10.6633
"1345"	94	21.3265
"1346"	94.06	10.6633
"1347"	94.13	7.99744
"1348"	94.19	2.66581
"1349"	94.25	2.66581
"1350"	94.31	0
"1351"	94.38	2.66581
"1352"	94.44	7.99744
"1353"	94.5	2.66581
"1354"	94.56	2.66581
"1355"	94.63	0
"1356"	94.69	0
"1357"	94.75	0
"1358"	94.81	0
"1359"	94.88	0
"1360"	94.94	0
"1361"	95	0
"1362"	95.06	2.66581
"1363"	95.13	10.6633
"1364"	95.19	0
"1365"	95.25	7.99744
"1366"	95.31	0
"1367"	95.38	5.33163
"1368"	95.44	0
"1369"	95.5	0
"1370"	95.56	0
"1371"	95.63	0
"1372"	95.69	5.33163
"1373"	95.75	0
"1374"	95.81	0
"1375"	95.88	0
"1376"	95.94	5.33163
"1377"	96	0
"1378"	96.06	0
"1379"	96.13	0
"1380"	96.19	0
"1381"	96.25	0
"1382"	96.31	0
"1383"	96.38	0
"1384"	96.44	0
"1385"	96.5	0
"1386"	96.56	0
"1387"	96.63	0
"1388"	96.69	0
"1389"	96.75	0
"1390"	96.81	0
"1391"	96.88	0
"1392"	96.94	0
"1393"	97	0
"1394"	97.06	0
"1395"	97.13	0
"1396"	97.19	0
"1397"	97.25	0
"1398"	97.31	0
"1399"	97.38	0
"1400"	97.44	0
"1401"	97.5	2.66581
"1402"	97.56	0
"1403"	97.63	0
"1404"	97.69	0
"1405"	97.75	0
"1406"	97.81	0
"1407"	97.88	0
"1408"	97.94	0
"1409"	98	0
"1410"	98.06	7.99744
"1411"	98.13	5.33163
"1412"	98.19	0
"1413"	98.25	7.99744
"1414"	98.31	0
"1415"	98.38	10.6633
"1416"	98.44	10.6633
"1417"	98.5	0
"1418"	98.56	5.33163
"1419"	98.63	0
"1420"	98.69	5.33163
"1421"	98.75	0
"1422"	98.81	23.9923
"1423"	98.88	7.99744
"1424"	98.94	21.3265
"1425"	99	10.6633
"1426"	99.06	0
"1427"	99.13	0
"1428"	99.19	7.99744
"1429"	99.25	5.33163
"1430"	99.31	0
"1431"	99.38	5.33163
"1432"	99.44	0
"1433"	99.5	0
"1434"	99.56	0
"1435"	99.63	0
"1436"	99.69	0
"1437"	99.75	0
"1438"	99.81	0
"1439"	99.88	0
"1440"	99.94	0
"1441"	100	0
"1442"	100.06	0
"1443"	100.13	0
"1444"	100.19	0
"1445"	100.25	0
"1446"	100.31	0
"1447"	100.38	0
"1448"	100.44	0
"1449"	100.5	0
"1450"	100.56	2.66581
"1451"	100.63	0
"1452"	100.69	0
"1453"	100.75	0
"1454"	100.81	0
"1455"	100.88	0
"1456"	100.94	0
"1457"	101	0
"1458"	101.06	0
"1459"	101.13	0
"1460"	101.19	0
"1461"	101.25	0
"1462"	101.31	0
"1463"	101.38	0
"1464"	101.44	0
"1465"	101.5	0
"1466"	101.56	0
"1467"	101.63	0
"1468"	101.69	0
"1469"	101.75	0
"1470"	101.81	0
"1471"	101.88	0
"1472"	101.94	0
"1473"	102	0
"1474"	102.06	0
"1475"	102.13	0
"1476"	102.19	0
"1477"	102.25	0
"1478"	102.31	0
"1479"	102.38	0
"1480"	102.44	0
"1481"	102.5	0
"1482"	102.56	0
"1483"	102.63	0
"1484"	102.69	0
"1485"	102.75	0
"1486"	102.81	0
"1487"	102.88	0
"1488"	102.94	0
"1489"	103	0
"1490"	103.06	0
"1491"	103.13	0
"1492"	103.19	0
"1493"	103.25	0
"1494"	103.31	0
"1495"	103.38	0
"1496"	103.44	0
"1497"	103.5	0
"1498"	103.56	0
"1499"	103.63	0
"1500"	103.69	0
"1501"	103.75	0
"1502"	103.81	0
"1503"	103.88	0
"1504"	103.94	0
"1505"	104	0
"1506"	104.06	0
"1507"	104.13	0
"1508"	104.19	0
"1509"	104.25	0
"1510"	104.31	0
"1511"	104.38	0
"1512"	104.44	0
"1513"	104.5	0
"1514"	104.56	0
"1515"	104.63	0
"1516"	104.69	0
"1517"	104.75	0
"1518"	104.81	0
"1519"	104.88	0
"1520"	104.94	0
"1521"	105	0
"1522"	105.06	0
"1523"	105.13	0
"1524"	105.19	0
"1525"	105.25	2.66581
"1526"	105.31	0
"1527"	105.38	0
"1528"	105.44	0
"1529"	105.5	0
"1530"	105.56	0
"1531"	105.63	0
"1532"	105.69	0
"1533"	105.75	0
"1534"	105.81	0
"1535"	105.88	0
"1536"	105.94	0
"1537"	106	0
"1538"	106.06	0
"1539"	106.13	0
"1540"	106.19	0
"1541"	106.25	0
"1542"	106.31	0
"1543"	106.38	0
"1544"	106.44	0
"1545"	106.5	0
"1546"	106.56	0
"1547"	106.63	0
"1548"	106.69	0
"1549"	106.75	0
"1550"	106.81	0
"1551"	106.88	0
"1552"	106.94	0
"1553"	107	0
"1554"	107.06	0
"1555"	107.13	0
"1556"	107.19	0
"1557"	107.25	0
"1558"	107.31	0
"1559"	107.38	0
"1560"	107.44	0
"1561"	107.5	0
"1562"	107.56	0
"1563"	107.63	0
"1564"	107.69	0
"1565"	107.75	0
"1566"	107.81	0
"1567"	107.88	0
"1568"	107.94	0
"1569"	108	0
"1570"	108.06	0
"1571"	108.13	0
"1572"	108.19	0
"1573"	108.25	0
"1574"	108.31	0
"1575"	108.38	0
"1576"	108.44	0
"1577"	108.5	0
"1578"	108.56	2.66581
"1579"	108.63	0
"1580"	108.69	0
"1581"	108.75	0
"1582"	108.81	0
"1583"	108.88	5.33163
"1584"	108.94	2.66581
"1585"	109	5.33163
"1586"	109.06	2.66581
"1587"	109.13	0
"1588"	109.19	2.66581
"1589"	109.25	2.66581
"1590"	109.31	0
"1591"	109.38	5.33163
"1592"	109.44	0
"1593"	109.5	0
"1594"	109.56	5.33163
"1595"	109.63	0
"1596"	109.69	0
"1597"	109.75	5.33163
"1598"	109.81	2.66581
"1599"	109.88	0
"1600"	109.94	2.66581
"1601"	110	0
"1602"	110.06	0
"1603"	110.13	2.66581
"1604"	110.19	0
"1605"	110.25	2.66581
"1606"	110.31	2.66581
"1607"	110.38	2.66581
"1608"	110.44	2.66581
"1609"	110.5	0
"1610"	110.56	5.33163
"1611"	110.63	0
"1612"	110.69	0
"1613"	110.75	5.33163
"1614"	110.81	13.3291
"1615"	110.88	7.99744
"1616"	110.94	0
"1617"	111	0
"1618"	111.06	5.33163
"1619"	111.13	2.66581
"1620"	111.19	2.66581
"1621"	111.25	7.99744
"1622"	111.31	0
"1623"	111.38	0
"1624"	111.44	0
"1625"	111.5	2.66581
"1626"	111.56	0
"1627"	111.63	0
"1628"	111.69	2.66581
"1629"	111.75	2.66581
"1630"	111.81	2.66581
"1631"	111.88	2.66581
"1632"	111.94	7.99744
"1633"	112	0
"1634"	112.06	2.66581
"1635"	112.13	5.33163
"1636"	112.19	7.99744
"1637"	112.25	2.66581
"1638"	112.31	2.66581
"1639"	112.38	0
"1640"	112.44	0
"1641"	112.5	7.99744
"1642"	112.56	0
"1643"	112.63	0
"1644"	112.69	0
"1645"	112.75	0
"1646"	112.81	7.99744
"1647"	112.88	0
"1648"	112.94	0
"1649"	113	5.33163
"1650"	113.06	0
"1651"	113.13	2.66581
"1652"	113.19	0
"1653"	113.25	2.66581
"1654"	113.31	2.66581
"1655"	113.38	2.66581
"1656"	113.44	0
"1657"	113.5	0
"1658"	113.56	2.66581
"1659"	113.63	0
"1660"	113.69	0
"1661"	113.75	0
"1662"	113.81	0
"1663"	113.88	0
"1664"	113.94	0
"1665"	114	0
"1666"	114.06	0
"1667"	114.13	0
"1668"	114.19	0
"1669"	114.25	0
"1670"	114.31	0
"1671"	114.38	0
"1672"	114.44	5.33163
"1673"	114.5	2.66581
"1674"	114.56	2.66581
"1675"	114.63	2.66581
"1676"	114.69	7.99744
"1677"	114.75	10.6633
"1678"	114.81	10.6633
"1679"	114.88	18.6607
"1680"	114.94	47.9846
"1681"	115	34.6556
"1682"	115.06	29.3239
"1683"	115.13	31.9898
"1684"	115.19	37.3214
"1685"	115.25	50.6505
"1686"	115.31	29.324
"1687"	115.38	53.3163
"1688"	115.44	47.9846
"1689"	115.5	42.653
"1690"	115.56	34.6556
"1691"	115.63	42.653
"1692"	115.69	42.653
"1693"	115.75	53.3163
"1694"	115.81	31.9898
"1695"	115.88	39.9872
"1696"	115.94	34.6556
"1697"	116	26.6581
"1698"	116.06	61.3137
"1699"	116.13	55.9821
"1700"	116.19	29.3239
"1701"	116.25	29.324
"1702"	116.31	45.3188
"1703"	116.38	47.9846
"1704"	116.44	34.6556
"1705"	116.5	31.9898
"1706"	116.56	45.3188
"1707"	116.63	37.3214
"1708"	116.69	45.3188
"1709"	116.75	31.9898
"1710"	116.81	21.3265
"1711"	116.88	39.9872
"1712"	116.94	37.3214
"1713"	117	42.653
"1714"	117.06	50.6505
"1715"	117.13	50.6505
"1716"	117.19	31.9898
"1717"	117.25	50.6505
"1718"	117.31	37.3214
"1719"	117.38	42.653
"1720"	117.44	50.6505
"1721"	117.5	42.653
"1722"	117.56	45.3188
"1723"	117.63	37.3214
"1724"	117.69	34.6556
"1725"	117.75	39.9872
"1726"	117.81	39.9872
"1727"	117.88	29.324
"1728"	117.94	34.6556
"1729"	118	13.3291
"1730"	118.06	34.6556
"1731"	118.13	29.324
"1732"	118.19	29.3239
"1733"	118.25	34.6556
"1734"	118.31	26.6581
"1735"	118.38	26.6581
"1736"	118.44	21.3265
"1737"	118.5	26.6581
"1738"	118.56	53.3163
"1739"	118.63	31.9898
"1740"	118.69	23.9923
"1741"	118.75	15.9949
"1742"	118.81	29.3239
"1743"	118.88	23.9923
"1744"	118.94	21.3265
"1745"	119	23.9923
"1746"	119.06	15.9949
"1747"	119.13	18.6607
"1748"	119.19	21.3265
"1749"	119.25	13.3291
"1750"	119.31	15.9949
"1751"	119.38	7.99744
"1752"	119.44	21.3265
"1753"	119.5	7.99744
"1754"	119.56	10.6633
"1755"	119.63	2.66581
"1756"	119.69	0
"1757"	119.75	5.33163
"1758"	119.81	7.99744
"1759"	119.88	2.66581
"1760"	119.94	5.33163
"1761"	120	0
"1762"	120.06	0
"1763"	120.13	7.99744
"1764"	120.19	2.66581
"1765"	120.25	2.66581
"1766"	120.31	5.33163
"1767"	120.38	0
"1768"	120.44	0
"1769"	120.5	2.66581
"1770"	120.56	2.66581
"1771"	120.63	2.66581
"1772"	120.69	0
"1773"	120.75	0
"1774"	120.81	0
"1775"	120.88	0
"1776"	120.94	2.66581
"1777"	121	2.66581
"1778"	121.06	0
"1779"	121.13	0
"1780"	121.19	0
"1781"	121.25	0
"1782"	121.31	0
"1783"	121.38	0
"1784"	121.44	0
"1785"	121.5	0
"1786"	121.56	0
"1787"	121.63	0
"1788"	121.69	0
"1789"	121.75	0
"1790"	121.81	0
"1791"	121.88	0
"1792"	121.94	0
"1793"	122	0
"1794"	122.06	0
"1795"	122.13	0
"1796"	122.19	0
"1797"	122.25	0
"1798"	122.31	0
"1799"	122.38	0
"1800"	122.44	0
"1801"	122.5	0
"1802"	122.56	0
"1803"	122.63	0
"1804"	122.69	0
"1805"	122.75	0
"1806"	122.81	0
"1807"	122.88	0
"1808"	122.94	0
"1809"	123	0
"1810"	123.06	0
"1811"	123.13	0
"1812"	123.19	0
"1813"	123.25	0
"1814"	123.31	0
"1815"	123.38	0
"1816"	123.44	0
"1817"	123.5	0
"1818"	123.56	0
"1819"	123.63	0
"1820"	123.69	0
"1821"	123.75	0
"1822"	123.81	0
"1823"	123.88	0
"1824"	123.94	0
"1825"	124	0
"1826"	124.06	0
"1827"	124.13	0
"1828"	124.19	0
"1829"	124.25	0
"1830"	124.31	0
"1831"	124.38	0
"1832"	124.44	0
"1833"	124.5	0
"1834"	124.56	0
"1835"	124.63	0
"1836"	124.69	0
"1837"	124.75	0
"1838"	124.81	0
"1839"	124.88	0
"1840"	124.94	0
"1841"	125	0
"1842"	125.06	0
"1843"	125.13	0
"1844"	125.19	0
"1845"	125.25	0
"1846"	125.31	0
"1847"	125.38	0
"1848"	125.44	0
"1849"	125.5	0
"1850"	125.56	0
"1851"	125.63	0
"1852"	125.69	0
"1853"	125.75	0
"1854"	125.81	0
"1855"	125.88	0
"1856"	125.94	0
"1857"	126	0
"1858"	126.06	0
"1859"	126.13	0
"1860"	126.19	0
"1861"	126.25	0
"1862"	126.31	0
"1863"	126.38	0
"1864"	126.44	0
"1865"	126.5	0
"1866"	126.56	0
"1867"	126.63	0
"1868"	126.69	0
"1869"	126.75	0
"1870"	126.81	0
"1871"	126.88	0
"1872"	126.94	0
"1873"	127	0
"1874"	127.06	0
"1875"	127.13	0
"1876"	127.19	0
"1877"	127.25	0
"1878"	127.31	0
"1879"	127.38	0
"1880"	127.44	0
"1881"	127.5	0
"1882"	127.56	0
"1883"	127.63	0
"1884"	127.69	0
"1885"	127.75	0
"1886"	127.81	0
"1887"	127.88	0
"1888"	127.94	0
"1889"	128	0
"1890"	128.06	0
"1891"	128.13	0
"1892"	128.19	0
"1893"	128.25	0
"1894"	128.31	0
"1895"	128.38	0
"1896"	128.44	0
"1897"	128.5	0
"1898"	128.56	0
"1899"	128.63	0
"1900"	128.69	0
"1901"	128.75	0
"1902"	128.81	0
"1903"	128.88	0
"1904"	128.94	0
"1905"	129	0
"1906"	129.06	0
"1907"	129.13	0
"1908"	129.19	2.66581
"1909"	129.25	0
"1910"	129.31	0
"1911"	129.38	0
"1912"	129.44	0
"1913"	129.5	0
"1914"	129.56	0
"1915"	129.63	0
"1916"	129.69	0
"1917"	129.75	0
"1918"	129.81	0
"1919"	129.88	0
"1920"	129.94	0
"1921"	130	0
"1922"	130.06	0
"1923"	130.13	0
"1924"	130.19	0
"1925"	130.25	0
"1926"	130.31	0
"1927"	130.38	0
"1928"	130.44	0
"1929"	130.5	0
"1930"	130.56	0
"1931"	130.63	0
"1932"	130.69	0
"1933"	130.75	0
"1934"	130.81	0
"1935"	130.88	0
"1936"	130.94	0
"1937"	131	0
"1938"	131.06	0
"1939"	131.13	0
"1940"	131.19	0
"1941"	131.25	0
"1942"	131.31	0
"1943"	131.38	0
"1944"	131.44	0
"1945"	131.5	0
"1946"	131.56	0
"1947"	131.63	0
"1948"	131.69	0
"1949"	131.75	0
"1950"	131.81	0
"1951"	131.88	0
"1952"	131.94	0
"1953"	132	0
"1954"	132.06	0
"1955"	132.13	0
"1956"	132.19	0
"1957"	132.25	0
"1958"	132.31	0
"1959"	132.38	0
"1960"	132.44	0
"1961"	132.5	2.66581
"1962"	132.56	0
"1963"	132.63	0
"1964"	132.69	0
"1965"	132.75	0
"1966"	132.81	0
"1967"	132.88	0
"1968"	132.94	0
"1969"	133	0
"1970"	133.06	0
"1971"	133.13	0
"1972"	133.19	0
"1973"	133.25	0
"1974"	133.31	0
"1975"	133.38	5.33163
"1976"	133.44	0
"1977"	133.5	0
"1978"	133.56	0
"1979"	133.63	0
"1980"	133.69	0
"1981"	133.75	0
"1982"	133.81	0
"1983"	133.88	0
"1984"	133.94	0
"1985"	134	0
"1986"	134.06	0
"1987"	134.13	0
"1988"	134.19	0
"1989"	134.25	0
"1990"	134.31	0
"1991"	134.38	0
"1992"	134.44	0
"1993"	134.5	0
"1994"	134.56	0
"1995"	134.63	0
"1996"	134.69	0
"1997"	134.75	0
"1998"	134.81	0
"1999"	134.88	0
"2000"	134.94	0
"2001"	135	0
"2002"	135.06	0
"2003"	135.13	0
"2004"	135.19	0
"2005"	135.25	0
"2006"	135.31	0
"2007"	135.38	0
"2008"	135.44	0
"2009"	135.5	2.66581
"2010"	135.56	0
"2011"	135.63	0
"2012"	135.69	0
"2013"	135.75	0
"2014"	135.81	0
"2015"	135.88	0
"2016"	135.94	2.66581
"2017"	136	0
"2018"	136.06	0
"2019"	136.13	0
"2020"	136.19	0
"2021"	136.25	0
"2022"	136.31	0
"2023"	136.38	0
"2024"	136.44	0
"2025"	136.5	0
"2026"	136.56	0
"2027"	136.63	0
"2028"	136.69	0
"2029"	136.75	0
"2030"	136.81	2.66581
"2031"	136.88	0
"2032"	136.94	0
"2033"	137	0
"2034"	137.06	0
"2035"	137.13	0
"2036"	137.19	0
"2037"	137.25	0
"2038"	137.31	0
"2039"	137.38	0
"2040"	137.44	0
"2041"	137.5	0
"2042"	137.56	0
"2043"	137.63	0
"2044"	137.69	0
"2045"	137.75	0
"2046"	137.81	0
"2047"	137.88	0
"2048"	137.94	0
"2049"	138	0
"2050"	138.06	0
"2051"	138.13	0
"2052"	138.19	0
"2053"	138.25	0
"2054"	138.31	0
"2055"	138.38	0
"2056"	138.44	0
"2057"	138.5	0
"2058"	138.56	0
"2059"	138.63	0
"2060"	138.69	0
"2061"	138.75	0
"2062"	138.81	0
"2063"	138.88	0
"2064"	138.94	0
"2065"	139	0
"2066"	139.06	0
"2067"	139.13	0
"2068"	139.19	0
"2069"	139.25	0
"2070"	139.31	0
"2071"	139.38	0
"2072"	139.44	0
"2073"	139.5	0
"2074"	139.56	0
"2075"	139.63	0
"2076"	139.69	0
"2077"	139.75	0
"2078"	139.81	0
"2079"	139.88	0
"2080"	139.94	0
"2081"	140	0
"2082"	140.06	0
"2083"	140.13	0
"2084"	140.19	0
"2085"	140.25	0
"2086"	140.31	0
"2087"	140.38	0
"2088"	140.44	0
"2089"	140.5	0
"2090"	140.56	0
"2091"	140.63	0
"2092"	140.69	0
"2093"	140.75	0
"2094"	140.81	0
"2095"	140.88	0
"2096"	140.94	0
"2097"	141	0
"2098"	141.06	0
"2099"	141.13	0
"2100"	141.19	0
"2101"	141.25	0
"2102"	141.31	0
"2103"	141.38	0
"2104"	141.44	0
"2105"	141.5	0
"2106"	141.56	0
"2107"	141.63	0
"2108"	141.69	0
"2109"	141.75	0
"2110"	141.81	0
"2111"	141.88	0
"2112"	141.94	0
"2113"	142	0
"2114"	142.06	0
"2115"	142.13	0
"2116"	142.19	0
"2117"	142.25	0
"2118"	142.31	0
"2119"	142.38	0
"2120"	142.44	0
"2121"	142.5	0
"2122"	142.56	0
"2123"	142.63	0
"2124"	142.69	0
"2125"	142.75	0
"2126"	142.81	0
"2127"	142.88	0
"2128"	142.94	0
"2129"	143	0
"2130"	143.06	0
"2131"	143.13	0
"2132"	143.19	0
"2133"	143.25	0
"2134"	143.31	0
"2135"	143.38	0
"2136"	143.44	0
"2137"	143.5	0
"2138"	143.56	0
"2139"	143.63	0
"2140"	143.69	2.66581
"2141"	143.75	0
"2142"	143.81	0
"2143"	143.88	0
"2144"	143.94	0
"2145"	144	0
"2146"	144.06	0
"2147"	144.13	0
"2148"	144.19	0
"2149"	144.25	0
"2150"	144.31	0
"2151"	144.38	0
"2152"	144.44	0
"2153"	144.5	0
"2154"	144.56	0
"2155"	144.63	0
"2156"	144.69	0
"2157"	144.75	0
"2158"	144.81	0
"2159"	144.88	0
"2160"	144.94	0
"2161"	145	0
"2162"	145.06	0
"2163"	145.13	0
"2164"	145.19	0
"2165"	145.25	0
"2166"	145.31	0
"2167"	145.38	0
"2168"	145.44	0
"2169"	145.5	0
"2170"	145.56	0
"2171"	145.63	0
"2172"	145.69	0
"2173"	145.75	0
"2174"	145.81	0
"2175"	145.88	0
"2176"	145.94	0
"2177"	146	0
"2178"	146.06	0
"2179"	146.13	0
"2180"	146.19	0
"2181"	146.25	0
"2182"	146.31	0
"2183"	146.38	0
"2184"	146.44	0
"2185"	146.5	0
"2186"	146.56	0
"2187"	146.63	0
"2188"	146.69	0
"2189"	146.75	0
"2190"	146.81	0
"2191"	146.88	0
"2192"	146.94	0
"2193"	147	0
"2194"	147.06	0
"2195"	147.13	0
"2196"	147.19	0
"2197"	147.25	0
"2198"	147.31	0
"2199"	147.38	0
"2200"	147.44	0
"2201"	147.5	0
"2202"	147.56	0
"2203"	147.63	0
"2204"	147.69	0
"2205"	147.75	0
"2206"	147.81	0
"2207"	147.88	0
"2208"	147.94	0
"2209"	148	0
"2210"	148.06	0
"2211"	148.13	0
"2212"	148.19	0
"2213"	148.25	0
"2214"	148.31	0
"2215"	148.38	0
"2216"	148.44	0
"2217"	148.5	0
"2218"	148.56	0
"2219"	148.63	0
"2220"	148.69	0
"2221"	148.75	0
"2222"	148.81	0
"2223"	148.88	0
"2224"	148.94	0
"2225"	149	0
"2226"	149.06	0
"2227"	149.13	0
"2228"	149.19	0
"2229"	149.25	0
"2230"	149.31	0
"2231"	149.38	0
"2232"	149.44	0
"2233"	149.5	0
"2234"	149.56	0
"2235"	149.63	0
"2236"	149.69	0
"2237"	149.75	0
"2238"	149.81	0
"2239"	149.88	0
"2240"	149.94	0
"2241"	150	2.66581
"2242"	150.06	0
"2243"	150.13	0
"2244"	150.19	0
"2245"	150.25	0
"2246"	150.31	0
"2247"	150.38	2.66581
"2248"	150.44	0
"2249"	150.5	0
"2250"	150.56	0
"2251"	150.63	0
"2252"	150.69	0
"2253"	150.75	2.66581
"2254"	150.81	0
"2255"	150.88	0
"2256"	150.94	0
"2257"	151	2.66581
"2258"	151.06	0
"2259"	151.13	2.66581
"2260"	151.19	0
"2261"	151.25	0
"2262"	151.31	0
"2263"	151.38	0
"2264"	151.44	0
"2265"	151.5	0
"2266"	151.56	0
"2267"	151.63	5.33163
"2268"	151.69	2.66581
"2269"	151.75	0
"2270"	151.81	0
"2271"	151.88	0
"2272"	151.94	0
"2273"	152	2.66581
"2274"	152.06	0
"2275"	152.13	0
"2276"	152.19	2.66581
"2277"	152.25	0
"2278"	152.31	5.33163
"2279"	152.38	2.66581
"2280"	152.44	0
"2281"	152.5	0
"2282"	152.56	0
"2283"	152.63	0
"2284"	152.69	0
"2285"	152.75	5.33163
"2286"	152.81	0
"2287"	152.88	0
"2288"	152.94	0
"2289"	153	2.66581
"2290"	153.06	0
"2291"	153.13	2.66581
"2292"	153.19	5.33163
"2293"	153.25	0
"2294"	153.31	2.66581
"2295"	153.38	2.66581
"2296"	153.44	0
"2297"	153.5	0
"2298"	153.56	0
"2299"	153.63	0
"2300"	153.69	2.66581
"2301"	153.75	0
"2302"	153.81	0
"2303"	153.88	0
"2304"	153.94	0
"2305"	154	0
"2306"	154.06	0
"2307"	154.13	0
"2308"	154.19	2.66581
"2309"	154.25	0
"2310"	154.31	0
"2311"	154.38	0
"2312"	154.44	0
"2313"	154.5	2.66581
"2314"	154.56	0
"2315"	154.63	0
"2316"	154.69	0
"2317"	154.75	0
"2318"	154.81	0
"2319"	154.88	0
"2320"	154.94	0
"2321"	155	0
"2322"	155.06	0
"2323"	155.13	0
"2324"	155.19	0
"2325"	155.25	0
"2326"	155.31	0
"2327"	155.38	0
"2328"	155.44	0
"2329"	155.5	0
"2330"	155.56	0
"2331"	155.63	0
"2332"	155.69	0
"2333"	155.75	0
"2334"	155.81	0
"2335"	155.88	0
"2336"	155.94	0
"2337"	156	0
"2338"	156.06	0
"2339"	156.13	0
"2340"	156.19	0
"2341"	156.25	0
"2342"	156.31	0
"2343"	156.38	0
"2344"	156.44	0
"2345"	156.5	0
"2346"	156.56	0
"2347"	156.63	0
"2348"	156.69	0
"2349"	156.75	0
"2350"	156.81	0
"2351"	156.88	0
"2352"	156.94	0
"2353"	157	0
"2354"	157.06	0
"2355"	157.13	0
"2356"	157.19	0
"2357"	157.25	0
"2358"	157.31	0
"2359"	157.38	0
"2360"	157.44	0
"2361"	157.5	0
"2362"	157.56	0
"2363"	157.63	0
"2364"	157.69	0
"2365"	157.75	0
"2366"	157.81	0
"2367"	157.88	0
"2368"	157.94	0
"2369"	158	0
"2370"	158.06	0
"2371"	158.13	0
"2372"	158.19	0
"2373"	158.25	0
"2374"	158.31	0
"2375"	158.38	0
"2376"	158.44	0
"2377"	158.5	0
"2378"	158.56	0
"2379"	158.63	0
"2380"	158.69	0
"2381"	158.75	0
"2382"	158.81	0
"2383"	158.88	0
"2384"	158.94	0
"2385"	159	0
"2386"	159.06	5.33163
"2387"	159.13	0
"2388"	159.19	0
"2389"	159.25	5.33163
"2390"	159.31	0
"2391"	159.38	0
"2392"	159.44	0
"2393"	159.5	0
"2394"	159.56	0
"2395"	159.63	0
"2396"	159.69	0
"2397"	159.75	0
"2398"	159.81	0
"2399"	159.88	0
"2400"	159.94	0
"2401"	160	0
"2402"	160.06	0
"2403"	160.13	0
"2404"	160.19	0
"2405"	160.25	0
"2406"	160.31	0
"2407"	160.38	0
"2408"	160.44	0
"2409"	160.5	0
"2410"	160.56	0
"2411"	160.63	0
"2412"	160.69	0
"2413"	160.75	0
"2414"	160.81	0
"2415"	160.88	0
"2416"	160.94	0
"2417"	161	0
"2418"	161.06	0
"2419"	161.13	0
"2420"	161.19	0
"2421"	161.25	0
"2422"	161.31	0
"2423"	161.38	0
"2424"	161.44	0
"2425"	161.5	0
"2426"	161.56	0
"2427"	161.63	0
"2428"	161.69	2.66581
"2429"	161.75	0
"2430"	161.81	0
"2431"	161.88	0
"2432"	161.94	2.66581
"2433"	162	0
"2434"	162.06	0
"2435"	162.13	0
"2436"	162.19	0
"2437"	162.25	0
"2438"	162.31	0
"2439"	162.38	0
"2440"	162.44	5.33163
"2441"	162.5	0
"2442"	162.56	0
"2443"	162.63	2.66581
"2444"	162.69	0
"2445"	162.75	0
"2446"	162.81	0
"2447"	162.88	0
"2448"	162.94	0
"2449"	163	2.66581
"2450"	163.06	0
"2451"	163.13	0
"2452"	163.19	0
"2453"	163.25	0
"2454"	163.31	2.66581
"2455"	163.38	2.66581
"2456"	163.44	0
"2457"	163.5	0
"2458"	163.56	0
"2459"	163.63	2.66581
"2460"	163.69	0
"2461"	163.75	0
"2462"	163.81	2.66581
"2463"	163.88	0
"2464"	163.94	0
"2465"	164	2.66581
"2466"	164.06	0
"2467"	164.13	0
"2468"	164.19	2.66581
"2469"	164.25	0
"2470"	164.31	0
"2471"	164.38	2.66581
"2472"	164.44	0
"2473"	164.5	2.66581
"2474"	164.56	5.33163
"2475"	164.63	0
"2476"	164.69	0
"2477"	164.75	0
"2478"	164.81	2.66581
"2479"	164.88	0
"2480"	164.94	2.66581
